"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2407365","Dennis  Wiebusch and Martin  Fischbach and Marc Erich  Latoschik and Henrik  Tramberend","","","","Evaluating Scala, Actors, &#38; Ontologies for Intelligent Realtime Interactive Systems","153--160","","8","actor model, domain specific languages, intelligent realtime interactive systems, multimodal interaction, ontology, scala, smart objects","10.1145/2407336.2407365","","","","","","","2012","","Proceedings of the 18th ACM Symposium on Virtual Reality Software and Technology","VRST '12","","978-1-4503-1469-5","Toronto, Ontario, Canada","ACM","New York, NY, USA"
"article","2658894","Jun  Kato and Daisuke  Sakamoto and Takeo  Igarashi and Masataka  Goto","","","","Sharedo: To-do List Interface for Human-agent Task Sharing","345--351","","7","human-robot interaction, social media platforms, to-do list","10.1145/2658861.2658894","","","","","","","2014","","Proceedings of the Second International Conference on Human-agent Interaction","HAI '14","","978-1-4503-3035-0","Tsukuba, Japan","ACM","New York, NY, USA"
"article","1322227","Thomas  Pietrzak and Beno&#238;t  Martin and Isabelle  Pecci and Rami  Saarinen and Roope  Raisamo and Janne  J&#228;rvi","","","","The Micole Architecture: Multimodal Support for Inclusion of Visually Impaired Children","193--200","","8","distributed/collaborative multimodal interfaces, haptic interfaces, multimodal input and output interfaces, universal access interfaces","10.1145/1322192.1322227","","","","","","","2007","","Proceedings of the 9th International Conference on Multimodal Interfaces","ICMI '07","","978-1-59593-817-6","Nagoya, Aichi, Japan","ACM","New York, NY, USA"
"article","1124889","Eytan  Adar","","","","GUESS: A Language and Interface for Graph Exploration","791--800","","10","domain-specific embedded language, graph layout, graph visualization","10.1145/1124772.1124889","","","","","","","2006","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '06","","1-59593-372-7","Montr&#233;al, Qu&#233;bec, Canada","ACM","New York, NY, USA"
"article","1132782","Rohallah  Benaboud and Za&#239;di  Sahnoun","","","","Impl{\'e}Mentation Par Agents Du Processus D'Adaptation Des Informations En Interface Homme-machine","273--276","","4","adaptive interface, multi-agents system, process, resources of information","10.1145/1132736.1132782","","","","","","","2006","","Proceedings of the 18th Conference on L'Interaction Homme-Machine","IHM '06","","1-59593-350-6","Montreal, Canada","ACM","New York, NY, USA"
"article","1966894","Emilian  Pascalau","","","","Towards TomTom Like Systems for the Web: A Novel Architecture for Browser-based Mashups","44--47","","4","TomTom, architecture, browser, business intelligence, mashups","10.1145/1966883.1966894","","","","","","","2011","","Proceedings of the 2Nd International Workshop on Business intelligencE and the WEB","BEWEB '11","","978-1-4503-0610-2","Uppsala, Sweden","ACM","New York, NY, USA"
"article","1328077","Adamantios  Koumpis and Marios  Chatzidimitriou and Apostolos  Vontas and Vassilios  Peristeras","","","","The 100 Euro e-Gov Portal","81--84","","4","adoption patterns, e-government portal technologies, low-cost solutions for global e-government","10.1145/1328057.1328077","","","","","","","2007","","Proceedings of the 1st International Conference on Theory and Practice of Electronic Governance","ICEGOV '07","","978-1-59593-822-0","Macao, China","ACM","New York, NY, USA"
"article","502195","D&#233;bora Christina Muchaluat-Saade and Luiz Fernando Gomes Soares","","","","Towards the Convergence Between Hypermedia Authoring Languages and Architecture Description Languages","48--57","","10","ADL, architecture description languages, components, connectors, hypermedia authoring languages, structural meta-model","10.1145/502187.502195","","","","","","","2001","","Proceedings of the 2001 ACM Symposium on Document Engineering","DocEng '01","","1-58113-432-0","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","1509419","Jingteng  Xue and Haining  Wu and Li  Zhao and Xin  Wei","","","","Stream-analysis-based Intelligent TV Content Personalization System for Digital Television Terminals","104:1--104:5","104","5","digital television, intelligent television, service information, television personalization","10.1145/1509315.1509419","","","","","","","2008","","Proceedings of the 2008 International Conference on Advanced Infocomm Technology","ICAIT '08","","978-1-60558-088-3","Shenzhen, China","ACM","New York, NY, USA"
"article","2388736","Samer  Al Moubayed and Gabriel  Skantze and Jonas  Beskow and Kalin  Stefanov and Joakim  Gustafson","","","","Multimodal Multiparty Social Interaction with the Furhat Head","293--294","","2","facial animation, furhat, gaze, gesture, microphone tracking, multimodal systems, multiparty interaction, robot head, speech, spoken dialog","10.1145/2388676.2388736","","","","","","","2012","","Proceedings of the 14th ACM International Conference on Multimodal Interaction","ICMI '12","","978-1-4503-1467-1","Santa Monica, California, USA","ACM","New York, NY, USA"
"article","801960","Jacques  Guyard and Jean-Pierre  Jacquot","","","","Maiday: An Environment for Guided Programming with a Definitional Language","126--135","","10","Definitional Language, Modularity, Programming Environment, Programming Methodology","","","","","","","","1984","","Proceedings of the 7th International Conference on Software Engineering","ICSE '84","","0-8186-0528-6","Orlando, Florida, USA","IEEE Press","Piscataway, NJ, USA"
"article","1854275","David  Ferrucci","","","","Build Watson: An Overview of DeepQA for the Jeopardy! Challenge","1--2","","2","DeepQA project, Jeopardy! challenge, grand-challenge problems, parallel systems","10.1145/1854273.1854275","","","","","","","2010","","Proceedings of the 19th International Conference on Parallel Architectures and Compilation Techniques","PACT '10","","978-1-4503-0178-7","Vienna, Austria","ACM","New York, NY, USA"
"article","1710097","Marco  Avvenuti and Alessio  Vecchio","","","","Mobile Visual Access to Legacy Voice-based Applications","62:1--62:6","62","6","Android, Java micro edition, VoiceXML, mobile devices","10.1145/1710035.1710097","","","","","","","2009","","Proceedings of the 6th International Conference on Mobile Technology, Application &#38; Systems","Mobility '09","","978-1-60558-536-9","Nice, France","ACM","New York, NY, USA"
"article","1731767","Boyan  Bontchev and Dessislava  Vassileva and Boryana  Chavkova and Vladimir  Mitev","","","","Architectural Design of a Software Engine for Adaptation Control in the ADOPTA e-Learning Platform","24:1--24:6","24","6","adaptive hypermedia systems, e-learning platforms, learning styles","10.1145/1731740.1731767","","","","","","","2009","","Proceedings of the International Conference on Computer Systems and Technologies and Workshop for PhD Students in Computing","CompSysTech '09","","978-1-60558-986-2","Ruse, Bulgaria","ACM","New York, NY, USA"
"article","1487637","Molly Wright Steenson","","","","FEATURE: Problems Before Patterns: A Different Look at Christopher Alexander and Pattern Languages","20--23","","4","","10.1145/1487632.1487637","interactions","March + April 2009","16","2","","March","2009","1072-5520","","","","","","ACM","New York, NY, USA"
"article","1466672","Joachim  Neumann and Josep R. Casas and Du&#353;an  Macho and Javier Ruiz Hidalgo","","","","Integration of Audiovisual Sensors and Technologies in a Smart Room","15--23","","9","","10.1007/s00779-007-0172-1","Personal Ubiquitous Comput.","January   2009","13","1","","January","2009","1617-4909","","","","","","Springer-Verlag","London, UK, UK"
"article","500145","Yong  Rui and Liwei  He and Anoop  Gupta and Qiong  Liu","","","","Building an Intelligent Camera Management System","2--11","","10","automated camera management, lecturer tracking, sound source localization, virtual cinematographer, virtual director","10.1145/500141.500145","","","","","","","2001","","Proceedings of the Ninth ACM International Conference on Multimedia","MULTIMEDIA '01","","1-58113-394-4","Ottawa, Canada","ACM","New York, NY, USA"
"article","990074","Chris  Schmandt and Kwan Hong Lee and Jang  Kim and Mark  Ackerman","","","","Impromptu: Managing Networked Audio Applications for Mobile Users","59--69","","11","WiFi, architecture, audio applications, audio interface, mobility, multi tasking, speech interface, telephony, voice over IP","10.1145/990064.990074","","","","","","","2004","","Proceedings of the 2Nd International Conference on Mobile Systems, Applications, and Services","MobiSys '04","","1-58113-793-1","Boston, MA, USA","ACM","New York, NY, USA"
"article","2534351","Giorgio  Colombo and Giancarlo  Facoetti and Caterina  Rizzi and Andrea  Vitali","","","","Socket Virtual Design Based on Low Cost Hand Tracking and Haptic Devices","63--70","","8","3D modeling, hand tracking, haptic interaction, lower limb prosthesis","10.1145/2534329.2534351","","","","","","","2013","","Proceedings of the 12th ACM SIGGRAPH International Conference on Virtual-Reality Continuum and Its Applications in Industry","VRCAI '13","","978-1-4503-2590-5","Hong Kong, Hong Kong","ACM","New York, NY, USA"
"article","1050502","Lucio  Ieronutti and Luca  Chittaro","","","","A Virtual Human Architecture That Integrates Kinematic, Physical and Behavioral Aspects to Control H-Anim Characters","75--83","","9","H-Anim, virtual humans","10.1145/1050491.1050502","","","","","","","2005","","Proceedings of the Tenth International Conference on 3D Web Technology","Web3D '05","","1-59593-012-4","Bangor, United Kingdom","ACM","New York, NY, USA"
"article","989949","Luigi  Mazzucchelli and Matteo  Pace","","","","Extensible Interfaces for Mobile Devices in an Advanced Platform for Infomobility Services","450--453","","4","XUL, extensible user interfaces, integrated models for process driven Architectures, mobile devices","10.1145/989863.989949","","","","","","","2004","","Proceedings of the Working Conference on Advanced Visual Interfaces","AVI '04","","1-58113-867-9","Gallipoli, Italy","ACM","New York, NY, USA"
"article","2820733","Samer  Al Moubayed and Jill  Lehman","","","","Toward Better Understanding of Engagement in Multiparty Spoken Interaction with Children","211--218","","8","child-computer interaction, child-robot interaction, dialogue systems, group task engagement, multi-party interaction, spoken interaction","10.1145/2818346.2820733","","","","","","","2015","","Proceedings of the 2015 ACM on International Conference on Multimodal Interaction","ICMI '15","","978-1-4503-3912-4","Seattle, Washington, USA","ACM","New York, NY, USA"
"article","2984384","Astrid  Thomschke and Daniel  Stolpe and Marcel  Taeumel and Robert  Hirschfeld","","","","Towards Gaze Control in Programming Environments","27--32","","6","Gaze Control, Gaze Tracking, Integrated Development Environment, Programming Environment","10.1145/2984380.2984384","","","","","","","2016","","Proceedings of the Programming Experience 2016 (PX/16) Workshop","PX/16","","978-1-4503-4776-1","Rome, Italy","ACM","New York, NY, USA"
"article","1027969","Pierre  Dragicevic and Jean-Daniel  Fekete","","","","Support for Input Adaptability in the ICON Toolkit","212--219","","8","adaptability, input devices, interaction techniques, toolkits, visual programming","10.1145/1027933.1027969","","","","","","","2004","","Proceedings of the 6th International Conference on Multimodal Interfaces","ICMI '04","","1-58113-995-0","State College, PA, USA","ACM","New York, NY, USA"
"article","563986","Michael J. Rees","","","","Evolving the Browser Towards a Standard User Interface Architecture","1--7","","7","XML, browser user interface, user interface markup language, user interface standards","10.1145/563997.563986","Aust. Comput. Sci. Commun.","January-February 2002","24","4","","January","2002","","","","","","","IEEE Computer Society Press","Los Alamitos, CA, USA"
"article","563986","Michael J. Rees","","","","Evolving the Browser Towards a Standard User Interface Architecture","1--7","","7","XML, browser user interface, user interface markup language, user interface standards","","","","","","","","2002","","Proceedings of the Third Australasian Conference on User Interfaces - Volume 7","AUIC '02","","0-909925-85-2","Melbourne, Victoria, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia"
